left_len,right_len,total_empty,n,first,current_gap_m,current_gap_left,current_gap_right,current_pos,response_gap_m,response_gap_left,response_gap_right,response_pos
9,24,33,34,9,24,0,2,8,8,0,2,2
9,24,33,34,9,24,0,2,9,9,0,1,2
9,24,33,34,9,24,0,2,10,9,0,1,2
9,24,33,34,9,24,0,2,11,9,0,1,2
9,24,33,34,9,24,0,2,12,9,0,1,2
9,24,33,34,9,24,0,2,13,9,0,1,2
9,24,33,34,9,24,0,2,14,9,0,1,2
9,24,33,34,9,24,0,2,15,8,1,2,1
9,24,33,34,9,24,0,2,16,7,1,2,2
9,24,33,34,9,24,0,2,17,6,1,2,1
9,24,33,34,9,24,0,2,18,5,1,2,1
9,24,33,34,9,24,0,2,19,4,1,2,1
9,24,33,34,9,24,0,2,20,3,1,2,1
9,24,33,34,9,24,0,2,21,9,0,1,2
9,24,33,34,9,24,0,2,22,9,0,1,2
9,25,34,35,9,9,0,2,1,7,1,2,1
9,25,34,35,9,9,0,2,2,6,1,2,2
9,25,34,35,9,9,0,2,3,5,1,2,1
9,25,34,35,9,9,0,2,4,4,0,2,2
9,25,34,35,9,9,0,2,5,5,0,2,2
9,25,34,35,9,9,0,2,6,6,0,2,2
9,25,34,35,9,9,0,2,7,7,0,2,2
9,25,34,35,9,25,0,2,1,9,0,1,1
9,25,34,35,9,25,0,2,2,9,0,1,2
9,25,34,35,9,25,0,2,3,9,0,1,1
9,25,34,35,9,25,0,2,4,4,0,2,2
9,25,34,35,9,25,0,2,5,5,0,2,2
9,25,34,35,9,25,0,2,6,6,0,2,2
9,25,34,35,9,25,0,2,7,7,0,2,2
9,25,34,35,9,25,0,2,8,8,0,2,2
9,25,34,35,9,25,0,2,9,9,0,1,2
9,25,34,35,9,25,0,2,10,9,0,1,2
9,25,34,35,9,25,0,2,11,9,0,1,2
9,25,34,35,9,25,0,2,12,9,0,1,2
9,25,34,35,9,25,0,2,13,9,0,1,2
9,25,34,35,9,25,0,2,14,9,0,1,2
9,25,34,35,9,25,0,2,15,9,0,1,2
9,25,34,35,9,25,0,2,16,8,1,2,2
9,25,34,35,9,25,0,2,17,7,1,2,2
9,25,34,35,9,25,0,2,18,6,1,2,2
9,25,34,35,9,25,0,2,19,5,1,2,2
9,25,34,35,9,25,0,2,20,4,1,2,2
9,25,34,35,9,25,0,2,21,9,0,1,2
9,25,34,35,9,25,0,2,22,9,0,1,2
9,25,34,35,9,25,0,2,23,9,0,1,2
9,26,35,36,9,9,0,2,1,7,1,2,1
9,26,35,36,9,9,0,2,2,6,1,2,2
9,26,35,36,9,9,0,2,3,3,0,2,1
9,26,35,36,9,9,0,2,4,4,0,2,1
9,26,35,36,9,9,0,2,5,5,0,2,2
9,26,35,36,9,9,0,2,6,6,0,2,1
9,26,35,36,9,9,0,2,7,7,0,2,1
9,26,35,36,9,26,0,2,1,9,0,1,1
9,26,35,36,9,26,0,2,2,9,0,1,1
9,26,35,36,9,26,0,2,3,9,0,1,1
9,26,35,36,9,26,0,2,4,4,0,2,2
9,26,35,36,9,26,0,2,5,5,0,2,2
9,26,35,36,9,26,0,2,6,6,0,2,2
9,26,35,36,9,26,0,2,7,7,0,2,2
9,26,35,36,9,26,0,2,8,8,0,2,2
9,26,35,36,9,26,0,2,9,9,0,1,2
9,26,35,36,9,26,0,2,10,9,0,1,2
9,26,35,36,9,26,0,2,11,9,0,1,2
9,26,35,36,9,26,0,2,12,9,0,1,2
9,26,35,36,9,26,0,2,13,9,0,1,2
9,26,35,36,9,26,0,2,14,9,0,1,2
9,26,35,36,9,26,0,2,15,9,0,1,2
9,26,35,36,9,26,0,2,16,9,0,1,2
9,26,35,36,9,26,0,2,17,8,1,2,1
9,26,35,36,9,26,0,2,18,7,1,2,1
9,26,35,36,9,26,0,2,19,6,1,2,1
9,26,35,36,9,26,0,2,20,5,1,2,1
9,26,35,36,9,26,0,2,21,4,1,2,1
9,26,35,36,9,26,0,2,22,9,0,1,2
9,26,35,36,9,26,0,2,23,9,0,1,2
9,26,35,36,9,26,0,2,24,9,0,1,2
9,27,36,37,9,9,0,2,1,7,1,2,1
9,27,36,37,9,9,0,2,2,6,1,2,2
9,27,36,37,9,9,0,2,3,5,1,2,1
9,27,36,37,9,9,0,2,4,4,0,2,2
9,27,36,37,9,9,0,2,5,5,0,2,2
9,27,36,37,9,9,0,2,6,6,0,2,2
9,27,36,37,9,9,0,2,7,7,0,2,2
9,27,36,37,9,27,0,2,1,9,0,1,1
9,27,36,37,9,27,0,2,2,9,0,1,2
9,27,36,37,9,27,0,2,3,9,0,1,2
9,27,36,37,9,27,0,2,4,4,0,2,2
9,27,36,37,9,27,0,2,5,5,0,2,2
9,27,36,37,9,27,0,2,6,6,0,2,2
9,27,36,37,9,27,0,2,7,7,0,2,2
9,27,36,37,9,27,0,2,8,8,0,2,2
9,27,36,37,9,27,0,2,9,9,0,1,2
9,27,36,37,9,27,0,2,10,9,0,1,2
9,27,36,37,9,27,0,2,11,9,0,1,2
9,27,36,37,9,27,0,2,12,9,0,1,2
9,27,36,37,9,27,0,2,13,9,0,1,2
9,27,36,37,9,27,0,2,14,9,0,1,2
9,27,36,37,9,27,0,2,15,9,0,1,2
9,27,36,37,9,27,0,2,16,9,0,1,2
9,27,36,37,9,27,0,2,17,9,0,1,2
9,27,36,37,9,27,0,2,18,8,1,2,2
9,27,36,37,9,27,0,2,19,7,1,2,2
9,27,36,37,9,27,0,2,20,6,1,2,2
9,27,36,37,9,27,0,2,21,5,1,2,2
9,27,36,37,9,27,0,2,22,4,1,2,2
9,27,36,37,9,27,0,2,23,9,0,1,2
9,27,36,37,9,27,0,2,24,9,0,1,2
9,27,36,37,9,27,0,2,25,9,0,1,2
9,28,37,38,9,9,0,2,1,7,1,2,1
9,28,37,38,9,9,0,2,2,6,1,2,2
9,28,37,38,9,9,0,2,3,5,1,2,1
9,28,37,38,9,9,0,2,4,4,0,2,2
9,28,37,38,9,9,0,2,5,5,0,2,2
9,28,37,38,9,9,0,2,6,6,0,2,2
9,28,37,38,9,9,0,2,7,7,0,2,2
9,28,37,38,9,28,0,2,1,9,0,1,1
9,28,37,38,9,28,0,2,2,9,0,1,1
9,28,37,38,9,28,0,2,3,9,0,1,1
9,28,37,38,9,28,0,2,4,4,0,2,2
9,28,37,38,9,28,0,2,5,5,0,2,2
9,28,37,38,9,28,0,2,6,6,0,2,2
9,28,37,38,9,28,0,2,7,7,0,2,2
9,28,37,38,9,28,0,2,8,8,0,2,2
9,28,37,38,9,28,0,2,9,9,0,1,2
9,28,37,38,9,28,0,2,10,9,0,1,2
9,28,37,38,9,28,0,2,11,9,0,1,2
9,28,37,38,9,28,0,2,12,9,0,1,2
9,28,37,38,9,28,0,2,13,9,0,1,2
9,28,37,38,9,28,0,2,14,9,0,1,2
9,28,37,38,9,28,0,2,15,9,0,1,2
9,28,37,38,9,28,0,2,16,9,0,1,2
9,28,37,38,9,28,0,2,17,9,0,1,2
9,28,37,38,9,28,0,2,18,9,0,1,2
9,28,37,38,9,28,0,2,19,8,1,2,1
9,28,37,38,9,28,0,2,20,7,1,2,2
9,28,37,38,9,28,0,2,21,6,1,2,2
9,28,37,38,9,28,0,2,22,5,1,2,1
9,28,37,38,9,28,0,2,23,4,1,2,2
9,28,37,38,9,28,0,2,24,9,0,1,2
9,28,37,38,9,28,0,2,25,9,0,1,2
9,28,37,38,9,28,0,2,26,9,0,1,2
9,29,38,39,9,9,0,2,1,7,1,2,0
9,29,38,39,9,9,0,2,2,6,1,2,2
9,29,38,39,9,9,0,2,3,5,1,2,1
9,29,38,39,9,9,0,2,4,4,0,2,2
9,29,38,39,9,9,0,2,5,5,0,2,2
9,29,38,39,9,9,0,2,6,6,0,2,2
9,29,38,39,9,9,0,2,7,7,0,2,2
9,29,38,39,9,29,0,2,1,9,0,1,1
9,29,38,39,9,29,0,2,2,9,0,1,3
9,29,38,39,9,29,0,2,3,9,0,1,1
9,29,38,39,9,29,0,2,4,4,0,2,2
9,29,38,39,9,29,0,2,5,5,0,2,2
9,29,38,39,9,29,0,2,6,6,0,2,2
9,29,38,39,9,29,0,2,7,7,0,2,2
9,29,38,39,9,29,0,2,8,8,0,2,2
9,29,38,39,9,29,0,2,9,9,0,1,2
9,29,38,39,9,29,0,2,10,9,0,1,2
9,29,38,39,9,29,0,2,11,9,0,1,2
9,29,38,39,9,29,0,2,12,9,0,1,2
9,29,38,39,9,29,0,2,13,9,0,1,2
9,29,38,39,9,29,0,2,14,9,0,1,2
9,29,38,39,9,29,0,2,15,9,0,1,2
9,29,38,39,9,29,0,2,16,9,0,1,2
9,29,38,39,9,29,0,2,17,9,0,1,2
9,29,38,39,9,29,0,2,18,9,0,1,3
9,29,38,39,9,29,0,2,19,9,0,1,2
9,29,38,39,9,29,0,2,20,8,1,2,2
9,29,38,39,9,29,0,2,21,7,1,2,2
9,29,38,39,9,29,0,2,22,6,1,2,2
9,29,38,39,9,29,0,2,23,5,1,2,2
9,29,38,39,9,29,0,2,24,4,1,2,2
9,29,38,39,9,29,0,2,25,9,0,1,2
9,29,38,39,9,29,0,2,26,9,0,1,2
9,29,38,39,9,29,0,2,27,9,0,1,2
9,30,39,40,9,9,0,2,1,7,1,2,1
9,30,39,40,9,9,0,2,2,6,1,2,2
9,30,39,40,9,9,0,2,3,5,1,2,1
9,30,39,40,9,9,0,2,4,4,0,2,2
9,30,39,40,9,9,0,2,5,5,0,2,2
9,30,39,40,9,9,0,2,6,6,0,2,2
9,30,39,40,9,9,0,2,7,7,0,2,2
9,30,39,40,9,30,0,2,1,9,0,1,1
9,30,39,40,9,30,0,2,2,9,0,1,1
9,30,39,40,9,30,0,2,3,3,0,2,1
9,30,39,40,9,30,0,2,4,4,0,2,2
9,30,39,40,9,30,0,2,5,5,0,2,2
9,30,39,40,9,30,0,2,6,6,0,2,1
9,30,39,40,9,30,0,2,7,7,0,2,2
9,30,39,40,9,30,0,2,8,8,0,2,2
9,30,39,40,9,30,0,2,9,9,0,1,2
9,30,39,40,9,30,0,2,10,9,0,1,2
9,30,39,40,9,30,0,2,11,9,0,1,2
9,30,39,40,9,30,0,2,12,9,0,1,2
9,30,39,40,9,30,0,2,13,9,0,1,2
9,30,39,40,9,30,0,2,14,9,0,1,2
9,30,39,40,9,30,0,2,15,9,0,1,2
9,30,39,40,9,30,0,2,16,9,0,1,2
9,30,39,40,9,30,0,2,17,9,0,1,2
9,30,39,40,9,30,0,2,18,9,0,1,2
9,30,39,40,9,30,0,2,19,9,0,1,2
9,30,39,40,9,30,0,2,20,9,0,1,2
9,30,39,40,9,30,0,2,21,8,1,2,1
9,30,39,40,9,30,0,2,22,7,1,2,1
9,30,39,40,9,30,0,2,23,6,1,2,1
9,30,39,40,9,30,0,2,24,5,1,2,1
9,30,39,40,9,30,0,2,25,4,1,2,1
9,30,39,40,9,30,0,2,26,3,1,2,1
9,30,39,40,9,30,0,2,27,9,0,1,2
9,30,39,40,9,30,0,2,28,9,0,1,2
9,31,40,41,9,9,0,2,1,7,1,2,1
9,31,40,41,9,9,0,2,2,6,1,2,2
9,31,40,41,9,9,0,2,3,5,1,2,1
9,31,40,41,9,9,0,2,4,4,0,2,2
9,31,40,41,9,9,0,2,5,5,0,2,2
9,31,40,41,9,9,0,2,6,6,0,2,2
9,31,40,41,9,9,0,2,7,7,0,2,2
9,31,40,41,9,31,0,2,1,9,0,1,1
9,31,40,41,9,31,0,2,2,9,0,1,2
9,31,40,41,9,31,0,2,3,9,0,1,1
9,31,40,41,9,31,0,2,4,4,0,2,2
9,31,40,41,9,31,0,2,5,5,0,2,2
9,31,40,41,9,31,0,2,6,6,0,2,2
9,31,40,41,9,31,0,2,7,7,0,2,2
9,31,40,41,9,31,0,2,8,8,0,2,2
9,31,40,41,9,31,0,2,9,9,0,1,2
9,31,40,41,9,31,0,2,10,9,0,1,2
9,31,40,41,9,31,0,2,11,9,0,1,2
9,31,40,41,9,31,0,2,12,9,0,1,2
9,31,40,41,9,31,0,2,13,9,0,1,2
9,31,40,41,9,31,0,2,14,9,0,1,2
9,31,40,41,9,31,0,2,15,9,0,1,2
9,31,40,41,9,31,0,2,16,9,0,1,2
9,31,40,41,9,31,0,2,17,9,0,1,2
9,31,40,41,9,31,0,2,18,9,0,1,2
9,31,40,41,9,31,0,2,19,9,0,1,2
9,31,40,41,9,31,0,2,20,9,0,1,2
9,31,40,41,9,31,0,2,21,9,0,1,2
9,31,40,41,9,31,0,2,22,8,1,2,2
9,31,40,41,9,31,0,2,23,7,1,2,2
9,31,40,41,9,31,0,2,24,6,1,2,2
9,31,40,41,9,31,0,2,25,5,1,2,2
9,31,40,41,9,31,0,2,26,4,1,2,2
9,31,40,41,9,31,0,2,27,9,0,1,2
9,31,40,41,9,31,0,2,28,9,0,1,2
9,31,40,41,9,31,0,2,29,9,0,1,2
9,32,41,42,9,9,0,2,1,7,1,2,1
9,32,41,42,9,9,0,2,2,6,1,2,2
9,32,41,42,9,9,0,2,3,3,0,2,1
9,32,41,42,9,9,0,2,4,4,0,2,1
9,32,41,42,9,9,0,2,5,5,0,2,2
9,32,41,42,9,9,0,2,6,6,0,2,1
9,32,41,42,9,9,0,2,7,7,0,2,1
9,32,41,42,9,32,0,2,1,9,0,1,1
9,32,41,42,9,32,0,2,2,9,0,1,1
9,32,41,42,9,32,0,2,3,9,0,1,1
9,32,41,42,9,32,0,2,4,4,0,2,2
9,32,41,42,9,32,0,2,5,5,0,2,2
9,32,41,42,9,32,0,2,6,6,0,2,2
9,32,41,42,9,32,0,2,7,7,0,2,2
9,32,41,42,9,32,0,2,8,8,0,2,2
9,32,41,42,9,32,0,2,9,9,0,1,2
9,32,41,42,9,32,0,2,10,9,0,1,2
9,32,41,42,9,32,0,2,11,9,0,1,2
9,32,41,42,9,32,0,2,12,9,0,1,2
9,32,41,42,9,32,0,2,13,9,0,1,2
9,32,41,42,9,32,0,2,14,9,0,1,2
9,32,41,42,9,32,0,2,15,9,0,1,2
9,32,41,42,9,32,0,2,16,9,0,1,2
9,32,41,42,9,32,0,2,17,9,0,1,2
9,32,41,42,9,32,0,2,18,9,0,1,2
9,32,41,42,9,32,0,2,19,9,0,1,2
9,32,41,42,9,32,0,2,20,9,0,1,2
9,32,41,42,9,32,0,2,21,9,0,1,2
9,32,41,42,9,32,0,2,22,9,0,1,2
9,32,41,42,9,32,0,2,23,8,1,2,1
9,32,41,42,9,32,0,2,24,7,1,2,1
9,32,41,42,9,32,0,2,25,6,1,2,2
9,32,41,42,9,32,0,2,26,5,1,2,1
9,32,41,42,9,32,0,2,27,4,1,2,1
9,32,41,42,9,32,0,2,28,9,0,1,2
9,32,41,42,9,32,0,2,29,9,0,1,2
9,32,41,42,9,32,0,2,30,9,0,1,2
9,33,42,43,9,9,0,2,1,7,1,2,1
9,33,42,43,9,9,0,2,2,6,1,2,2
9,33,42,43,9,9,0,2,3,5,1,2,1
9,33,42,43,9,9,0,2,4,4,0,2,2
9,33,42,43,9,9,0,2,5,5,0,2,2
9,33,42,43,9,9,0,2,6,6,0,2,2
9,33,42,43,9,9,0,2,7,7,0,2,2
9,33,42,43,9,33,0,2,1,9,0,1,1
9,33,42,43,9,33,0,2,2,9,0,1,3
9,33,42,43,9,33,0,2,3,9,0,1,1
9,33,42,43,9,33,0,2,4,4,0,2,2
9,33,42,43,9,33,0,2,5,5,0,2,2
9,33,42,43,9,33,0,2,6,6,0,2,2
9,33,42,43,9,33,0,2,7,7,0,2,2
9,33,42,43,9,33,0,2,8,8,0,2,2
9,33,42,43,9,33,0,2,9,9,0,1,2
9,33,42,43,9,33,0,2,10,9,0,1,2
9,33,42,43,9,33,0,2,11,9,0,1,2
9,33,42,43,9,33,0,2,12,9,0,1,2
9,33,42,43,9,33,0,2,13,9,0,1,2
9,33,42,43,9,33,0,2,14,9,0,1,2
9,33,42,43,9,33,0,2,15,9,0,1,3
9,33,42,43,9,33,0,2,16,9,0,1,2
9,33,42,43,9,33,0,2,17,9,0,1,2
9,33,42,43,9,33,0,2,18,9,0,1,2
9,33,42,43,9,33,0,2,19,9,0,1,2
9,33,42,43,9,33,0,2,20,9,0,1,2
9,33,42,43,9,33,0,2,21,9,0,1,2
9,33,42,43,9,33,0,2,22,9,0,1,2
9,33,42,43,9,33,0,2,23,9,0,1,2
9,33,42,43,9,33,0,2,24,8,1,2,2
9,33,42,43,9,33,0,2,25,7,1,2,2
9,33,42,43,9,33,0,2,26,6,1,2,2
9,33,42,43,9,33,0,2,27,5,1,2,2
9,33,42,43,9,33,0,2,28,4,1,2,2
9,33,42,43,9,33,0,2,29,9,0,1,2
9,33,42,43,9,33,0,2,30,9,0,1,2
9,33,42,43,9,33,0,2,31,9,0,1,2
9,34,43,44,9,9,0,2,1,7,1,2,1
9,34,43,44,9,9,0,2,2,6,1,2,2
9,34,43,44,9,9,0,2,3,5,1,2,1
9,34,43,44,9,9,0,2,4,4,0,2,2
9,34,43,44,9,9,0,2,5,5,0,2,2
9,34,43,44,9,9,0,2,6,6,0,2,2
9,34,43,44,9,9,0,2,7,7,0,2,2
9,34,43,44,9,34,0,2,1,9,0,1,1
9,34,43,44,9,34,0,2,2,9,0,1,1
9,34,43,44,9,34,0,2,3,9,0,1,1
9,34,43,44,9,34,0,2,4,4,0,2,2
9,34,43,44,9,34,0,2,5,5,0,2,2
9,34,43,44,9,34,0,2,6,6,0,2,2
9,34,43,44,9,34,0,2,7,7,0,2,2
9,34,43,44,9,34,0,2,8,8,0,2,2
9,34,43,44,9,34,0,2,9,9,0,1,2
9,34,43,44,9,34,0,2,10,9,0,1,2
9,34,43,44,9,34,0,2,11,9,0,1,2
9,34,43,44,9,34,0,2,12,9,0,1,2
9,34,43,44,9,34,0,2,13,9,0,1,2
9,34,43,44,9,34,0,2,14,9,0,1,2
9,34,43,44,9,34,0,2,15,9,0,1,2
9,34,43,44,9,34,0,2,16,9,0,1,2
9,34,43,44,9,34,0,2,17,9,0,1,2
9,34,43,44,9,34,0,2,18,9,0,1,2
9,34,43,44,9,34,0,2,19,9,0,1,2
9,34,43,44,9,34,0,2,20,9,0,1,2
9,34,43,44,9,34,0,2,21,9,0,1,2
9,34,43,44,9,34,0,2,22,9,0,1,2
9,34,43,44,9,34,0,2,23,9,0,1,2
9,34,43,44,9,34,0,2,24,9,0,1,2
9,34,43,44,9,34,0,2,25,8,1,2,1
9,34,43,44,9,34,0,2,26,7,1,2,2
9,34,43,44,9,34,0,2,27,6,1,2,2
9,34,43,44,9,34,0,2,28,5,1,2,1
9,34,43,44,9,34,0,2,29,4,1,2,1
9,34,43,44,9,34,0,2,30,9,0,1,2
9,34,43,44,9,34,0,2,31,9,0,1,2
9,34,43,44,9,34,0,2,32,9,0,1,2
9,35,44,45,9,9,0,2,1,7,1,2,0
9,35,44,45,9,9,0,2,2,6,1,2,2
9,35,44,45,9,9,0,2,3,5,1,2,1
9,35,44,45,9,9,0,2,4,4,0,2,2
9,35,44,45,9,9,0,2,5,5,0,2,2
9,35,44,45,9,9,0,2,6,6,0,2,2
9,35,44,45,9,9,0,2,7,7,0,2,2
9,35,44,45,9,35,0,2,1,9,0,1,1
9,35,44,45,9,35,0,2,2,9,0,1,3
9,35,44,45,9,35,0,2,3,9,0,1,1
9,35,44,45,9,35,0,2,4,4,0,2,2
9,35,44,45,9,35,0,2,5,5,0,2,2
9,35,44,45,9,35,0,2,6,6,0,2,2
9,35,44,45,9,35,0,2,7,7,0,2,2
9,35,44,45,9,35,0,2,8,8,0,2,2
9,35,44,45,9,35,0,2,9,9,0,1,2
9,35,44,45,9,35,0,2,10,9,0,1,2
9,35,44,45,9,35,0,2,11,9,0,1,2
9,35,44,45,9,35,0,2,12,9,0,1,2
9,35,44,45,9,35,0,2,13,9,0,1,2
9,35,44,45,9,35,0,2,14,9,0,1,2
9,35,44,45,9,35,0,2,15,9,0,1,2
9,35,44,45,9,35,0,2,16,9,0,1,2
9,35,44,45,9,35,0,2,17,9,0,1,2
9,35,44,45,9,35,0,2,18,9,0,1,2
9,35,44,45,9,35,0,2,19,9,0,1,2
9,35,44,45,9,35,0,2,20,9,0,1,2
9,35,44,45,9,35,0,2,21,9,0,1,2
9,35,44,45,9,35,0,2,22,9,0,1,2
9,35,44,45,9,35,0,2,23,9,0,1,2
9,35,44,45,9,35,0,2,24,9,0,1,2
9,35,44,45,9,35,0,2,25,9,0,1,2
9,35,44,45,9,35,0,2,26,8,1,2,2
9,35,44,45,9,35,0,2,27,7,1,2,2
9,35,44,45,9,35,0,2,28,6,1,2,2
9,35,44,45,9,35,0,2,29,5,1,2,2
9,35,44,45,9,35,0,2,30,4,1,2,2
9,35,44,45,9,35,0,2,31,9,0,1,2
9,35,44,45,9,35,0,2,32,9,0,1,2
9,35,44,45,9,35,0,2,33,9,0,1,2
10,2,12,13,10,10,0,2,1,8,1,2,1
10,2,12,13,10,10,0,2,2,7,1,2,3
10,2,12,13,10,10,0,2,3,3,0,2,1
10,2,12,13,10,10,0,2,4,4,0,2,2
10,2,12,13,10,10,0,2,5,5,0,2,1
10,2,12,13,10,10,0,2,6,3,1,2,1
10,2,12,13,10,10,0,2,7,7,0,2,2
10,2,12,13,10,10,0,2,8,8,0,2,1
10,3,13,14,10,3,0,2,1,10,0,1,1
10,3,13,14,10,10,0,2,1,3,0,1,1
10,3,13,14,10,10,0,2,2,7,1,2,2
10,3,13,14,10,10,0,2,3,6,1,2,2
10,3,13,14,10,10,0,2,4,5,1,2,2
10,3,13,14,10,10,0,2,5,4,1,2,2
10,3,13,14,10,10,0,2,6,6,0,2,2
10,3,13,14,10,10,0,2,7,7,0,2,3
10,3,13,14,10,10,0,2,8,8,0,2,5
10,4,14,15,10,4,0,2,1,10,0,1,1
10,4,14,15,10,4,0,2,2,10,0,1,3
10,4,14,15,10,10,0,2,1,4,0,1,1
10,4,14,15,10,10,0,2,2,7,1,2,2
10,4,14,15,10,10,0,2,3,6,1,2,2
10,4,14,15,10,10,0,2,4,4,0,1,1
10,4,14,15,10,10,0,2,5,4,0,1,1
10,4,14,15,10,10,0,2,6,6,0,2,3
10,4,14,15,10,10,0,2,7,4,0,1,1
10,4,14,15,10,10,0,2,8,4,0,1,1
10,5,15,16,10,5,0,2,1,3,1,2,1
10,5,15,16,10,5,0,2,2,10,0,1,1
10,5,15,16,10,5,0,2,3,10,0,1,1
10,5,15,16,10,10,0,2,1,5,0,1,1
10,5,15,16,10,10,0,2,2,5,0,1,2
10,5,15,16,10,10,0,2,3,5,0,1,2
10,5,15,16,10,10,0,2,4,4,0,2,1
10,5,15,16,10,10,0,2,5,4,1,2,1
10,5,15,16,10,10,0,2,6,3,1,2,1
10,5,15,16,10,10,0,2,7,5,0,1,2
10,5,15,16,10,10,0,2,8,5,0,1,2
10,6,16,17,10,6,0,2,1,4,1,2,0
10,6,16,17,10,6,0,2,2,10,0,1,2
10,6,16,17,10,6,0,2,3,10,0,1,1
10,6,16,17,10,6,0,2,4,4,0,2,2
10,6,16,17,10,10,0,2,1,6,0,1,2
10,6,16,17,10,10,0,2,2,6,0,1,3
10,6,16,17,10,10,0,2,3,3,0,2,1
10,6,16,17,10,10,0,2,4,4,0,2,2
10,6,16,17,10,10,0,2,5,4,1,2,2
10,6,16,17,10,10,0,2,6,3,1,2,1
10,6,16,17,10,10,0,2,7,6,0,1,3
10,6,16,17,10,10,0,2,8,6,0,1,2
10,7,17,18,10,7,0,2,1,5,1,2,1
10,7,17,18,10,7,0,2,2,4,1,2,2
10,7,17,18,10,7,0,2,3,3,0,2,1
10,7,17,18,10,7,0,2,4,4,0,2,2
10,7,17,18,10,7,0,2,5,5,0,2,1
10,7,17,18,10,10,0,2,1,7,0,1,1
10,7,17,18,10,10,0,2,2,7,0,1,2
10,7,17,18,10,10,0,2,3,3,0,2,1
10,7,17,18,10,10,0,2,4,4,0,2,2
10,7,17,18,10,10,0,2,5,4,1,2,2
10,7,17,18,10,10,0,2,6,3,1,2,1
10,7,17,18,10,10,0,2,7,2,1,2,0
10,7,17,18,10,10,0,2,8,7,0,1,4
10,9,19,20,10,9,0,2,1,7,1,2,1
10,9,19,20,10,9,0,2,2,6,1,2,2
10,9,19,20,10,9,0,2,3,3,0,2,1
10,9,19,20,10,9,0,2,4,4,0,2,1
10,9,19,20,10,9,0,2,5,5,0,2,2
10,9,19,20,10,9,0,2,6,6,0,2,1
10,9,19,20,10,9,0,2,7,7,0,2,1
10,9,19,20,10,10,0,2,1,8,1,2,2
10,9,19,20,10,10,0,2,2,7,1,2,2
10,9,19,20,10,10,0,2,3,6,1,2,2
10,9,19,20,10,10,0,2,4,4,0,2,2
10,9,19,20,10,10,0,2,5,4,1,2,1
10,9,19,20,10,10,0,2,6,6,0,2,2
10,9,19,20,10,10,0,2,7,7,0,2,2
10,9,19,20,10,10,0,2,8,8,0,2,2
10,10,20,21,10,10,0,2,1,8,1,2,1
10,10,20,21,10,10,0,2,2,7,1,2,1
10,10,20,21,10,10,0,2,3,6,1,2,1
10,10,20,21,10,10,0,2,4,4,0,2,2
10,10,20,21,10,10,0,2,5,4,1,2,2
10,10,20,21,10,10,0,2,6,3,1,2,1
10,10,20,21,10,10,0,2,7,7,0,2,2
10,10,20,21,10,10,0,2,8,8,0,2,2
10,11,21,22,10,10,0,2,1,8,1,2,1
10,11,21,22,10,10,0,2,2,7,1,2,1
10,11,21,22,10,10,0,2,3,6,1,2,1
10,11,21,22,10,10,0,2,4,4,0,2,2
10,11,21,22,10,10,0,2,5,4,1,2,1
10,11,21,22,10,10,0,2,6,3,1,2,1
10,11,21,22,10,10,0,2,7,7,0,2,2
10,11,21,22,10,10,0,2,8,8,0,2,2
10,11,21,22,10,11,0,2,1,9,1,2,2
10,11,21,22,10,11,0,2,2,8,1,2,2
10,11,21,22,10,11,0,2,3,7,1,2,1
10,11,21,22,10,11,0,2,4,4,0,2,2
10,11,21,22,10,11,0,2,5,5,0,2,2
10,11,21,22,10,11,0,2,6,4,1,2,1
10,11,21,22,10,11,0,2,7,7,0,2,2
10,11,21,22,10,11,0,2,8,8,0,2,2
10,11,21,22,10,11,0,2,9,9,0,2,2
10,13,23,24,10,10,0,2,1,8,1,2,1
10,13,23,24,10,10,0,2,2,7,1,2,2
10,13,23,24,10,10,0,2,3,3,0,2,1
10,13,23,24,10,10,0,2,4,4,0,2,2
10,13,23,24,10,10,0,2,5,4,1,2,2
10,13,23,24,10,10,0,2,6,3,1,2,1
10,13,23,24,10,10,0,2,7,7,0,2,2
10,13,23,24,10,10,0,2,8,8,0,2,1
10,13,23,24,10,13,0,2,1,10,0,1,1
10,13,23,24,10,13,0,2,2,10,0,1,2
10,13,23,24,10,13,0,2,3,3,0,2,1
10,13,23,24,10,13,0,2,4,4,0,2,2
10,13,23,24,10,13,0,2,5,5,0,2,1
10,13,23,24,10,13,0,2,6,6,0,2,1
10,13,23,24,10,13,0,2,7,5,1,2,1
10,13,23,24,10,13,0,2,8,4,1,2,2
10,13,23,24,10,13,0,2,9,3,1,2,1
10,13,23,24,10,13,0,2,10,2,1,2,0
10,13,23,24,10,13,0,2,11,10,0,1,2
10,14,24,25,10,10,0,2,1,8,1,2,1
10,14,24,25,10,10,0,2,2,7,1,2,2
10,14,24,25,10,10,0,2,3,6,1,2,2
10,14,24,25,10,10,0,2,4,4,0,2,2
10,14,24,25,10,10,0,2,5,4,1,2,2
10,14,24,25,10,10,0,2,6,6,0,2,2
10,14,24,25,10,10,0,2,7,7,0,2,2
10,14,24,25,10,10,0,2,8,8,0,2,2
10,14,24,25,10,14,0,2,1,10,0,1,1
10,14,24,25,10,14,0,2,2,10,0,1,3
10,14,24,25,10,14,0,2,3,3,0,2,1
10,14,24,25,10,14,0,2,4,4,0,2,2
10,14,24,25,10,14,0,2,5,5,0,2,2
